resort,observation_date,region,reach,question,treatment,transect,dist,plot_id,species_code,browse,percent_cover,datasheet_page,notes,scientific_name,common_name,vegetation_type,beaver_preference,x,percent_cover_num,circle_name,observation_date.only
1398,2023-10-25T15:00:00Z,Charley Creek,BDAwest,BDA,yes,A,130,CCWBTA130,SARA,no,15,42,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,15,A130,2023-10-25
1399,2023-10-25T15:00:00Z,Charley Creek,BDAwest,BDA,yes,A,130,CCWBTA130,RIBR,no,40,42,NA,Ribes bracteosum,stink currant,NA,NA,NA,40,A130,2023-10-25
1400,2023-10-25T15:00:00Z,Charley Creek,BDAwest,BDA,yes,A,130,CCWBTA130,VAOV,no,5,42,NA,Vaccinium ovalifolium,Oval-leaved huckleberry,NA,NA,NA,5,A130,2023-10-25
1401,2023-10-25T15:00:00Z,Charley Creek,BDAwest,BDA,yes,A,130,CCWBTA130,LYAM,no,5,42,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,5,A130,2023-10-25
1402,2023-10-25T15:00:00Z,Charley Creek,BDAwest,BDA,yes,A,130,CCWBTA130,TOME,no,25,42,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,25,A130,2023-10-25
1403,2023-11-01T10:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,PSME,no,20,43,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,20,A020,2023-11-01
1404,2023-11-01T10:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,THPL,no,5,43,NA,Thuja plicata,western redcedar,tree,NA,NA,5,A020,2023-11-01
1405,2023-11-01T10:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,TSHE,no,70,43,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,70,A020,2023-11-01
1406,2023-11-01T10:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,ATFE,no,trace,43,NA,Athyrium filix-femina,lady fern,NA,NA,NA,0.5,A020,2023-11-01
1407,2023-11-01T10:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,GATR,no,trace,43,NA,Galium triflorum,galium,NA,NA,NA,0.5,A020,2023-11-01
1408,2023-11-01T10:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,GOOB,no,trace,43,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,0.5,A020,2023-11-01
1409,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,MADI,no,trace,43,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,0.5,A020,2023-11-01
1410,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,OPHO,no,40,43,NA,Oplopanax horridus,devil's club,NA,NA,NA,40,A020,2023-11-01
1411,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,POMU,no,trace,43,NA,Polystichum munitum,sword fern,NA,NA,NA,0.5,A020,2023-11-01
1412,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,RHME,no,2,43,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,2,A020,2023-11-01
1413,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,RUSP,no,trace,43,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,0.5,A020,2023-11-01
1414,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,STSP,no,trace,43,NA,Struthiopteris spicant,deer fern,NA,NA,NA,0.5,A020,2023-11-01
1415,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,TITR,no,35,43,NA,Tiarella trifoliata,foam flower,NA,NA,NA,35,A020,2023-11-01
1416,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,VAPA,no,5,43,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,5,A020,2023-11-01
1417,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,VIXXSP,no,5,43,NA,Viola sp.,violet species,NA,NA,NA,5,A020,2023-11-01
1418,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,ACCI,no,3,43,NA,Acer circinatum,vine maple,NA,NA,NA,3,A020,2023-11-01
1419,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,VAOV,no,10,43,NA,Vaccinium ovalifolium,Oval-leaved huckleberry,NA,NA,NA,10,A020,2023-11-01
1420,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,STXXSP,no,5,43,NA,Streptopus sp. or Prosartes sp.,twistedstalk or fairy bells,NA,NA,NA,5,A020,2023-11-01
1421,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,ASCA,no,trace,43,NA,Asaram caudatum,wild ginger,NA,NA,NA,0.5,A020,2023-11-01
1422,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,DREX,no,trace,43,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,0.5,A020,2023-11-01
1423,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,TEGR,no,trace,43,NA,Tellima grandiflora,fringecup,NA,NA,NA,0.5,A020,2023-11-01
1424,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,ACTR,no,trace,43,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,0.5,A020,2023-11-01
1425,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,MOUN,no,trace,43,NA,Monotropa uniflora,ghost pipe,NA,NA,NA,0.5,A020,2023-11-01
1426,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,fernXX,no,trace,43,NA,unknown fern species,unknown fern species,NA,NA,NA,0.5,A020,2023-11-01
1427,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,A,20,CCSWTA020,OSBE,no,trace,43,NA,Osmorhiza berteroi,sweet-cicely,NA,NA,NA,0.5,A020,2023-11-01
1428,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,PSME,no,20,43,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,20,A075,2023-11-01
1429,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,THPL,no,40,43,NA,Thuja plicata,western redcedar,tree,NA,NA,40,A075,2023-11-01
1430,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,TSHE,no,50,43,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,50,A075,2023-11-01
1431,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,ATFE,no,2,43,NA,Athyrium filix-femina,lady fern,NA,NA,NA,2,A075,2023-11-01
1432,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,GATR,no,trace,43,NA,Galium triflorum,galium,NA,NA,NA,0.5,A075,2023-11-01
1433,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,GYDI,no,2,43,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,2,A075,2023-11-01
1434,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,OPHO,no,2,43,NA,Oplopanax horridus,devil's club,NA,NA,NA,2,A075,2023-11-01
1435,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,POMU,no,trace,43,NA,Polystichum munitum,sword fern,NA,NA,NA,0.5,A075,2023-11-01
1436,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,RHME,no,trace,43,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,0.5,A075,2023-11-01
1437,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,STSP,no,5,43,NA,Struthiopteris spicant,deer fern,NA,NA,NA,5,A075,2023-11-01
1438,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,TITR,no,15,43,NA,Tiarella trifoliata,foam flower,NA,NA,NA,15,A075,2023-11-01
1439,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,VAPA,no,10,43,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,10,A075,2023-11-01
1440,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,VIXXSP,no,trace,43,NA,Viola sp.,violet species,NA,NA,NA,0.5,A075,2023-11-01
1441,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,ACTR,no,5,43,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,5,A075,2023-11-01
1442,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,VAOV,no,2,43,NA,Vaccinium ovalifolium,Oval-leaved huckleberry,NA,NA,NA,2,A075,2023-11-01
1443,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,COUN,no,2,43,NA,Cornus unalaschkensis,bunchberry,NA,NA,NA,2,A075,2023-11-01
1444,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,STXXSP,no,trace,43,NA,Streptopus sp. or Prosartes sp.,twistedstalk or fairy bells,NA,NA,NA,0.5,A075,2023-11-01
1445,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,MOUN,no,trace,43,NA,Monotropa uniflora,ghost pipe,NA,NA,NA,0.5,A075,2023-11-01
1446,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,DREX,no,trace,43,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,0.5,A075,2023-11-01
1447,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,OSBE,no,trace,43,NA,Osmorhiza berteroi,sweet-cicely,NA,NA,NA,0.5,A075,2023-11-01
1448,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,A,75,CCSWTA075,CLUN,no,trace,43,NA,Clintonia uniflora,queens cups,NA,NA,NA,0.5,A075,2023-11-01
1449,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,PSME,no,60,44,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,60,A130,2023-11-01
1450,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,TSHE,no,15,44,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,15,A130,2023-11-01
1451,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,ATFE,no,2,44,NA,Athyrium filix-femina,lady fern,NA,NA,NA,2,A130,2023-11-01
1452,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,GYDI,no,trace,44,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,0.5,A130,2023-11-01
1453,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,OPHO,no,50,44,NA,Oplopanax horridus,devil's club,NA,NA,NA,50,A130,2023-11-01
1454,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,POMU,no,25,44,NA,Polystichum munitum,sword fern,NA,NA,NA,25,A130,2023-11-01
1455,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,RHME,no,trace,44,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,0.5,A130,2023-11-01
1456,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,STSP,no,15,44,NA,Struthiopteris spicant,deer fern,NA,NA,NA,15,A130,2023-11-01
1457,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,TITR,no,2,44,NA,Tiarella trifoliata,foam flower,NA,NA,NA,2,A130,2023-11-01
1458,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,VAPA,no,trace,44,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,0.5,A130,2023-11-01
1459,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,ACTR,no,10,44,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,10,A130,2023-11-01
1460,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,ROGY,no,trace,44,NA,Rosa gymnocarpa,baldhip rose,NA,NA,common name looked up by beka,0.5,A130,2023-11-01
1461,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,STXXSP,no,trace,44,NA,Streptopus sp. or Prosartes sp.,twistedstalk or fairy bells,NA,NA,NA,0.5,A130,2023-11-01
1462,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,OSBE,no,trace,44,NA,Osmorhiza berteroi,sweet-cicely,NA,NA,NA,0.5,A130,2023-11-01
1463,2023-11-01T11:45:00Z,Charley Creek,WillowSouth,Willow,yes,A,130,CCSWTA130,TOME,no,trace,44,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,0.5,A130,2023-11-01
1464,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,PSME,no,50,44,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,50,C130,2023-11-01
1465,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,TSHE,no,80,44,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,80,C130,2023-11-01
1466,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,GATR,no,trace,44,NA,Galium triflorum,galium,NA,NA,NA,0.5,C130,2023-11-01
1467,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,GOOB,no,trace,44,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,0.5,C130,2023-11-01
1468,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,OPHO,no,5,44,NA,Oplopanax horridus,devil's club,NA,NA,NA,5,C130,2023-11-01
1469,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,POMU,no,10,44,NA,Polystichum munitum,sword fern,NA,NA,NA,10,C130,2023-11-01
1470,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,RHME,no,1,44,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,C130,2023-11-01
1471,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,STSP,no,15,44,NA,Struthiopteris spicant,deer fern,NA,NA,NA,15,C130,2023-11-01
1472,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,TITR,no,trace,44,NA,Tiarella trifoliata,foam flower,NA,NA,NA,0.5,C130,2023-11-01
1473,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,VAPA,no,trace,44,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,0.5,C130,2023-11-01
1474,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,VIXXSP,no,trace,44,NA,Viola sp.,violet species,NA,NA,NA,0.5,C130,2023-11-01
1475,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,ACTR,no,5,44,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,5,C130,2023-11-01
1476,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,DREX,no,trace,44,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,0.5,C130,2023-11-01
1477,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,STXXSP,no,trace,44,NA,Streptopus sp. or Prosartes sp.,twistedstalk or fairy bells,NA,NA,NA,0.5,C130,2023-11-01
1478,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,ACCI,no,5,44,NA,Acer circinatum,vine maple,NA,NA,NA,5,C130,2023-11-01
1479,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,MANE,no,5,44,NA,Mahonia nervosa ,low oregon grape,NA,NA,NA,5,C130,2023-11-01
1480,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,MOUN,no,trace,44,NA,Monotropa uniflora,ghost pipe,NA,NA,NA,0.5,C130,2023-11-01
1481,2023-11-01T12:10:00Z,Charley Creek,WillowSouth,Willow,yes,C,130,CCSWTC130,COUN,no,trace,44,NA,Cornus unalaschkensis,bunchberry,NA,NA,NA,0.5,C130,2023-11-01
1482,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,PSME,no,70,45,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,70,C075,2023-11-01
1483,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,THPL,no,30,45,NA,Thuja plicata,western redcedar,tree,NA,NA,30,C075,2023-11-01
1484,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,TSHE,no,10,45,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,10,C075,2023-11-01
1485,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,GYDI,no,trace,45,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,0.5,C075,2023-11-01
1486,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,MADI,no,trace,45,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,0.5,C075,2023-11-01
1487,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,OPHO,no,35,45,NA,Oplopanax horridus,devil's club,NA,NA,NA,35,C075,2023-11-01
1488,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,POMU,no,trace,45,NA,Polystichum munitum,sword fern,NA,NA,NA,0.5,C075,2023-11-01
1489,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,RHME,no,trace,45,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,0.5,C075,2023-11-01
1490,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,RUSP,no,trace,45,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,0.5,C075,2023-11-01
1491,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,STSP,no,trace,45,NA,Struthiopteris spicant,deer fern,NA,NA,NA,0.5,C075,2023-11-01
1492,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,TITR,no,30,45,NA,Tiarella trifoliata,foam flower,NA,NA,NA,30,C075,2023-11-01
1493,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,VAPA,no,2,45,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,2,C075,2023-11-01
1494,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,DREX,no,trace,45,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,0.5,C075,2023-11-01
1495,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,MANE,no,3,45,NA,Mahonia nervosa ,low oregon grape,NA,NA,NA,3,C075,2023-11-01
1496,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,VAOV,no,trace,45,NA,Vaccinium ovalifolium,Oval-leaved huckleberry,NA,NA,NA,0.5,C075,2023-11-01
1497,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,COUN,no,1,45,NA,Cornus unalaschkensis,bunchberry,NA,NA,NA,1,C075,2023-11-01
1498,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,STXXSP,no,trace,45,NA,Streptopus sp. or Prosartes sp.,twistedstalk or fairy bells,NA,NA,NA,0.5,C075,2023-11-01
1499,2023-11-01T12:20:00Z,Charley Creek,WillowSouth,Willow,yes,C,75,CCSWTC075,ACTR,no,10,45,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,10,C075,2023-11-01
1500,2023-11-01T12:35:00Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,THPL,no,60,45,NA,Thuja plicata,western redcedar,tree,NA,NA,60,C020,2023-11-01
1501,2023-11-01T12:35:00Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,ATFE,no,trace,45,NA,Athyrium filix-femina,lady fern,NA,NA,NA,0.5,C020,2023-11-01
1502,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,GATR,no,trace,45,NA,Galium triflorum,galium,NA,NA,NA,0.5,C020,2023-11-01
1503,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,HYTE,no,trace,45,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,0.5,C020,2023-11-01
1504,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,OPHO,no,70,45,NA,Oplopanax horridus,devil's club,NA,NA,NA,70,C020,2023-11-01
1505,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,POMU,no,trace,45,NA,Polystichum munitum,sword fern,NA,NA,NA,0.5,C020,2023-11-01
1506,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,RUSP,no,10,45,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,10,C020,2023-11-01
1507,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,TITR,no,5,45,NA,Tiarella trifoliata,foam flower,NA,NA,NA,5,C020,2023-11-01
1508,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,VIXXSP,no,trace,45,NA,Viola sp.,violet species,NA,NA,NA,0.5,C020,2023-11-01
1509,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,DREX,no,trace,45,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,0.5,C020,2023-11-01
1510,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,VAOV,no,trace,45,NA,Vaccinium ovalifolium,Oval-leaved huckleberry,NA,NA,NA,0.5,C020,2023-11-01
1511,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,TOME,no,5,45,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,5,C020,2023-11-01
1512,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,POACAE,no,trace,45,NA,Poaceae,grass family,NA,NA,NA,0.5,C020,2023-11-01
1513,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,LYAM,no,trace,45,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,0.5,C020,2023-11-01
1514,2023-11-01T12:34:59Z,Charley Creek,WillowSouth,Willow,yes,C,20,CCSWTC020,MYMU,no,trace,45,NA,Mycelis muralis,wall lettuce,NA,NA,NA,0.5,C020,2023-11-01
1515,2023-11-01T10:45:00Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,TSHE,no,65,49,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,65,B020,2023-11-01
1516,2023-11-01T10:45:00Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,ATFE,no,5,49,NA,Athyrium filix-femina,lady fern,NA,NA,NA,5,B020,2023-11-01
1517,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,COSC,no,1,49,NA,Corydalis scouleri,corydalis,NA,NA,NA,1,B020,2023-11-01
1518,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,GYDI,no,2,49,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,2,B020,2023-11-01
1519,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,MADI,no,1,49,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,B020,2023-11-01
1520,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,OPHO,no,10,49,NA,Oplopanax horridus,devil's club,NA,NA,NA,10,B020,2023-11-01
1521,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,POMU,no,1,49,NA,Polystichum munitum,sword fern,NA,NA,NA,1,B020,2023-11-01
1522,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,RHME,no,1,49,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,B020,2023-11-01
1523,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,RUSP,no,2,49,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,2,B020,2023-11-01
1524,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,TITR,no,25,49,NA,Tiarella trifoliata,foam flower,NA,NA,NA,25,B020,2023-11-01
1525,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,VAPA,no,5,49,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,5,B020,2023-11-01
1526,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,VIXXSP,no,5,49,NA,Viola sp.,violet species,NA,NA,NA,5,B020,2023-11-01
1527,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,MICA,no,2,49,NA,Mitellastra caulescens,mitrewort,NA,NA,NA,2,B020,2023-11-01
1528,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,TOME,no,10,49,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,10,B020,2023-11-01
1529,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,LYAM,no,2,49,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,2,B020,2023-11-01
